"cnpj_base","ordem","dv","matriz_filial","nome_fantasia","situacao_cadastral","data_situacao_cadastral","motivo_situacao_cadastral","nome_cidade_exterior","pais","data_inicio_atividade","cnae_principal","cnae_secundaria","tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","municipio","ddd1","telefone1","ddd2","telefone2","ddd_fax","fax","correio_eletronico","situacao_especial","data_situacao_especial"
"10981905","0023","59","2","","02","2023-11-08","00","","","2023-11-08","7490199","6201501,6202300,6203100,6204000,6209100,6311900,6319400,6621502,6629100,6630400,7119704,8211300,8220200,8599604,8630503,8660700","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","48","32298221","","","","","ADMFINANCEIRO@QUALIREDE.COM.BR","",NULL
"54170038","0001","31","1","NEUROVERSE","02","2024-03-04","00","","105","2024-03-04","6204000","6201501,6201502,6202300,6203100,6209100,6311900,7020400,8599603,8599604","RUA","CARLOS HAMILTON SILVA GOMES","33","","INACIO BARBOSA","49041040","SE","3105","79","32118649","0000","00000000","","","LEO.BARBOZA@BUSINESSHUB.COM.BR","",NULL
"42584754","1112","55","2","","02","2024-05-13","00","","","2024-05-13","8211300","4930201,4930202,4930204,5229099,5250803,5250805,5320201,5320202,6202300,6203100,6204000,6311900,6463800,7740300","RUA","FAUSTINA ARAUJO LIMA","157","","BUGIO","49090520","SE","3105","11","11939238","","","","","TRIBUTARIO@JTEXPRESS.COM.BR","",NULL
"55105103","0001","08","1","SERTAO LOC- LOCACAO DE MAQUINAS E VEICULOS","02","2024-05-13","00","","105","2024-05-13","7732201","3811400,4120400,4211101,4213800,4313400,4321500,4322302,4399199,4520001,4923002,4930201,6203100,6822600,7319099,7711000,7739099,8121400,8129000,8130300,8230001","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","32147094","0000","00000000","","","FISCAL.OLIVEIRA.CONTABILIDADE@GMAIL.COM","",NULL
"55829342","0001","00","1","DANILO PASSOS TI","02","2024-07-06","00","","105","2024-07-06","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400,8599603","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","33034068","79","30234728","","","DANILOPASSOSTI@GMAIL.COM","",NULL
"56008829","0001","95","1","VACS GESTAO","02","2024-07-19","00","","105","2024-07-19","6204000","6201501,6202300,6203100","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","51","82691444","0000","00000000","","","MINHAEMPRESA@CONTAAGIL.COM","",NULL
"57042730","0001","72","1","","02","2024-08-28","00","","105","2024-08-28","6202300","6201501,6201502,6203100,6204000,6209100,6311900,6319400,8599603","AVENIDA","DR JOSE DA SILVA RIBEIRO FILHO","920","","AMERICA","49080180","SE","3105","79","98187121","0000","00000000","","","MIGUELSILV98@GMAIL.COM","",NULL
"48165820","0001","60","1","ALMD TECNOLOGIA","02","2022-10-03","00","","","2022-10-03","6202300","6201501,6203100,6204000,6209100,6311900,6319400,6399200,8211300,8599603,9511800","PRACA","CAMERINO","101","PAVMTO01","CENTRO","49010220","SE","3105","79","98129124","","","","","PDAVIDALMEIDA@HOTMAIL.COM","",NULL
"59130897","0001","10","1","FORGE SPORTS","02","2025-01-28","00","","105","2025-01-28","6203100","6209100,6311900,6319400","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","30852082","0000","00000000","","","CONTATO@FORGESPORTS.COM.BR","",NULL
"59536810","0001","00","1","AUGE TECNOLOGIA","02","2025-02-18","00","","105","2025-02-18","6204000","4221905,6201501,6202300,6203100,6209100,6311900,6399200,7320300,7490104,7733100,8211300,8219999,8230001,8599603,8599604,9511800","RUA","PROF OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","79","98720595","0000","00000000","","","AUGE.TECNOLOGIA@HOTMAIL.COM","",NULL
"59778356","0001","01","1","","02","2025-03-07","00","","105","2025-03-07","6201501","6202300,6203100,6204000,6209100,6311900,6319400","RUA","FRANCISCO FREITAS BENDOCCHI ALVES","200","","JARDINS","49027295","SE","3105","79","35122447","","","","","ADMINISTRATIVO@ANOMALUS.AI","",NULL
"59831780","0001","64","1","W & A SERVICOS TECNOLOGICOS LTDA","02","2025-03-11","00","","105","2025-03-11","6204000","6201501,6201502,6202300,6203100,6209100,6311900,6319400,8599603,9511800","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","11","87924544","0000","00000000","","","WALISSONANTONIO@GMAIL.COM","",NULL
"60336223","0001","56","1","","02","2025-04-09","00","","","2025-04-09","6203100","6201501,6202300","RUA","PATRULHEIRO FAUSTO ELOI DOS SANTOS","115","","JABOTIANA","49095290","SE","3105","79","91548182","","","","","NANDOLEE.PROFESSOR@HOTMAIL.COM","",NULL
"60851469","0001","66","1","","02","2025-05-15","00","","","2025-05-15","6203100","","AVENIDA","JOSE CONRADO DE ARAUJO","164","CASA","INDUSTRIAL","49065470","SE","3105","79","91034056","","","","","GVMT18584@GMAIL.COM","",NULL
"50788352","0001","21","1","","02","2023-05-23","00","","","2023-05-23","6209100","6201501,6202300,6203100,6204000,6319400,7490104,8599603","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","96574698","","","","","CLARACARDOSOMACHADO@GMAIL.COM","",NULL
"61030450","0001","11","1","FLOOU TECNOLOGIA","02","2025-05-27","00","","105","2025-05-27","6201501","6202300,6203100,6209100,6311900,6399200,7319002,7319099,7490104,7490199","RUA","GUILHERMINO REZENDE","321","","TREZE DE JULHO","49020635","SE","3105","79","91356327","0000","00000000","","","FLOOUTECH@GMAIL.COM","",NULL
"46052617","0001","51","1","HUB SERGIPE - MUSICA, CULTURA E CRIATIVIDADE","02","2022-04-18","00","","105","2022-04-18","5920100","1830001,1830002,5811500,5911101,5911102,5911199,5912001,5912002,5912099,5913800,5914600,6010100,6021700,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,6391700,7020400,7311400,7312200,7319001,7319002,7319003,7319004,7319099,7410299,7420001,7420002,7420004,7420005,7490101,7490105,7490199,7721700,7723300,7729202,7733100,7739003,7739099,7810800,7911200,7912100,8211300,8219999,8230001,8592999,8599604,8599699,9001901,9001902,9001903,9001904,9001905,9001906,9001999,9003500","RUA","JOAO ROCHA SOBRINHO","352","SALA  03","PEREIRA LOBO","49050420","SE","3105","79","99491545","","","","","CONTATO@HUBSERGIPE.COM","",NULL
"61794982","0001","25","1","R5 SISTEMAS","02","2025-07-17","00","","105","2025-07-17","6209100","4751201,6202300,6203100,8020001,8299799,9511800,9521500","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","79","96022802","0000","00000000","","","COMERCIAL@R5SISTEMAS.COM","",NULL
"61858721","0001","21","1","CYBORG HOLDING S/A","02","2025-07-22","00","","","2025-07-22","6462000","4110700,4211101,4292802,6201501,6202300,6203100,6209100,6311900,6319400,7020400,9511800","RUA","PROF OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","71","82880157","","","","","INSTITUTOCHRONOSBRASIL@OUTLOOK.COM","",NULL
"61183864","0001","80","1","","02","2025-06-05","00","","","2025-06-05","6201501","6203100,6204000,6311900,7020400","RUA","ANTONIO ANDRADE","777","","COROA DO MEIO","49035050","SE","3105","79","99900460","","","","","MIGUELHMSANTOS21@GMAIL.COM","",NULL
"62535138","0001","42","1","","02","2025-09-03","00","","105","2025-09-03","6201501","6202300,6203100","RUA","ENG ANTONIO GONCALVES SOARES","410","APT   10","LUZIA","49045250","SE","3105","79","98103501","0000","00000000","","","EEFANDRADE@GMAIL.COM","",NULL
"62770245","0001","55","1","G-NEXT","02","2025-09-17","00","","105","2025-09-17","6319400","6201501,6202300,6203100,6209100,7319002,8299799,8599699","AVENIDA","CAMILO CALAZANS","63","LOJA  A","NOVO PARAISO","49082093","SE","3105","79","33032267","0000","00000000","","","CONTATO@MUDINOV.COM.BR","",NULL
"63877319","0001","10","1","X8 PATRIMONIAL","02","2025-12-01","00","","105","2025-12-01","6821801","4120400,6201501,6203100,6810202,6822600","RUA","JOAO PESSOA","320","SALA  801","CENTRO","49010911","SE","3105","79","98624406","0000","00000000","","","JEA@JEAASSESSORIACONTABIL.COM.BR","",NULL
"63687409","0001","48","1","WORK BRANDING","02","2025-11-16","00","","105","2025-11-16","7490104","5911102,5911199,5912099,6201501,6202300,6203100,6204000,6209100,6319400,7020400,7311400,7312200,7319002,7319003,7319004,7319099,7320300,8291100,8299799","RUA","HONOR GREGORIO SANTOS","36","","GRAGERU","49027130","SE","3105","79","99263023","0000","00000000","","","WORKBRANDING@OUTLOOK.COM","",NULL
"06136629","0001","40","1","INOVE SERVICOS","02","2004-10-23","00","","","2004-03-02","8121400","3702900,4321500,6201501,6203100,6204000,6209100,6311900,7112000,7311400,7319004,7810800,7820500,8111700,8129000,8130300,8599604","RUA","ELIZETE ARAGAO CABRAL","468","PAVMTOSUPERIOR","INACIO BARBOSA","49041149","SE","3105","79","32493677","79","32494338","79","32493677","CONTATO@INOVESERVICOS.COM","",NULL
"06177118","0001","76","1","N2 - CIDADES INTELIGENTES","02","2024-09-07","00","","","2004-03-31","4329104","4757100,7112000,6203100,6202300,6201501,4211102,4321500,5229002,6463800","RUA","WILSON BARBOSA DE MELO","23","      PAV. SUPERIOR","ATALAIA","49037590","SE","3105","79","91982013","","","","","","",NULL
"71208516","0168","44","2","ALGAR","02",NULL,"00","","","2004-10-07","6110801","4652400,4752100,4753900,6110803,6190601,6190602,6202300,6203100,6311900,6319400,6622300","RUA","RIO GRANDE DO SUL","632","GALPAO01","SIQUEIRA CAMPOS","49075510","SE","3105","34","32562963","","","34","25894663","CADASTROS@ALGARTELECOM.COM.BR","",NULL
"07906778","0001","03","1","ALFAMAWEB","02","2006-03-23","00","","","2006-03-23","1830003","6201501,6204000,6311900,7490199,6201502,6202300,6203100,6209100,7312200,6319400,7311400","AVENIDA","ROTARY","295","","ATALAIA","49037550","SE","3105","79","33027830","","","","","FINANCEIRO@GRUPOALFAMA.COM.BR","",NULL
"04216202","0001","26","1","PLACON - CONSULTORIA & GESTAO","02","2005-11-03","00","","","2000-12-27","6920602","6201501,6202300,6203100,6204000,6209100,6399200,6920601,7020400,7319004,7490104,7490199,8211300,8219999,8230001,8299799,8599604","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","98018369","","","","","","",NULL
"12707105","0002","45","2","NEWSUPRI","02","2005-11-03","00","","","1993-12-06","6209100","4751201,6202300,6203100,6311900,7733100,8599603,9511800","AVENIDA","DEP SILVIO TEIXEIRA","1300","SALA  114 /1 ANDAR","GRAGERU","49025400","SE","3105","73","32171341","","","79","32171341","GDCONTABILIDADE@NEWSUPRI.COM.BR","",NULL
"12592900","0001","54","1","MAXIMUS INFORMATICA","02","2024-02-23","00","","","2010-09-20","9511800","4751201,4754701,4773300,6202300,6203100,6209100,6311900,6319400,7733100,7739002,9521500","RUA","GERALDO MENEZES CARVALHO","171","SALA  02 E 03","SUISSA","49050360","SE","3105","79","30414107","79","99965717","","","maximus.servicos@hotmail.com","",NULL
"13058905","0001","64","1","UCA","02","2010-12-30","00","","","2010-12-30","6209100","6201501,6202300,6203100,6319400,7420001,8599604","RUA","TEIXEIRA DE FREITAS","95","","SALGADO FILHO","49020530","SE","3105","79","32147542","","","","","","",NULL
"22043278","0001","89","1","SISCON","02","2015-03-13","00","","","2015-03-13","6203100","6201501,6202300,9511800,8211300,8599603,8599699","AVENIDA","IVO DO PRADO","680","","SAO JOSE","49015070","SE","3105","79","32149096","79","30232749","","","SISCON.SUPORTE@GMAIL.COM","",NULL
"22695685","0001","70","1","","02","2015-06-22","00","","","2015-06-22","7319003","6202300,6203100,6209100,7311400,7320300,7410299","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","32176185","","","","","BRUNO@ZECA.CO","",NULL
"20149010","0001","09","1","SEIKO SERVICOS DE INTERNET","02","2022-03-28","00","","","2014-04-28","6203100","","RUA","URQUIZA LEAL","98","","SALGADO FILHO","49020490","SE","3105","79","32117583","","","","","","",NULL
"26242082","0001","74","1","TABBI","02","2016-09-27","00","","","2016-09-27","6201501","6202300,6203100","RUA","JOAO GENITON DA COSTA","306","APT   201                 EDIF  MASSARANDUBA-BLOCO 1","JABOTIANA","49095796","SE","3105","79","81245318","","","","","CONTATO@GUSTAVOFONSECA.COM.BR","",NULL
"29907456","0001","11","1","MANAGEMENT AND SOLUTIONS LTDA","02","2018-03-12","00","","","2018-03-12","7020400","6201501,6202300,6203100,6311900,6319400,7112000,7210000,7312200,7319002","RUA","GERMINIANO MAIA","803","ANEXO A","SALGADO FILHO","49020040","SE","3105","21","20421144","","","","","CHMSLTDA@GMAIL.COM","",NULL
"30131421","0001","12","1","RAFAEL MORAES","02","2018-04-06","00","","","2018-04-06","6203100","","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","91927999","","","","","RAFAELBASTOSMORAES@GMAIL.COM","",NULL
"28749744","0001","22","1","SEND TECH","02","2017-09-28","00","","","2017-09-28","6202300","3319800,4221902,4221903,4221904,4221905,4321500,4322303,4618499,5911199,6190601,6201501,6201502,6203100,6204000,6209100,6319400,6391700,6399200,7020400,7112000,7311400,7312200,7319002,7319003,7319099,8599603,8599604,9511800,9512600","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","30859590","79","98321212","","","CONTATO@SENDTECH.COM.BR","",NULL
"32255534","0001","55","1","CLOUD SOLUCOES","02","2018-12-14","00","","","2018-12-14","6209100","6201501,6202300,6203100,6204000,6311900,7733100,8211300,8219999,8291100,8599604,9511800","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","98","91821380","","","","","CONTATO@CLOUDSISTEMAS.NET","",NULL
"26390394","0001","25","1","GRUPO NEXT","02","2016-10-20","00","","","2016-10-20","6311900","4761001,4761002,5811500,5821200,6201501,6202300,6203100,6209100,6319400,7020400,7319002,7319004,7820500,8211300,8230001,8291100,8599604","AVENIDA","JORGE AMADO","1565","      LOJA 04 E 06 TERREO","JARDINS","49025330","SE","3105","11","30905577","","","","","","",NULL
"33707093","0001","48","1","","02","2022-05-31","00","","","2019-05-23","6202300","6201501,6203100,9511800","RUA","ANTONIO OLIVA PAIVA","359","","ATALAIA","49035080","SE","3105","79","99407600","","","","","fbommfim@gmail.com","",NULL
"34776998","0001","32","1","WATOUS","02","2019-09-05","00","","","2019-09-05","6203100","6201501,6201502,6311900,6319400","RUA","VER JOAO CALAZANS","294","","TREZE DE JULHO","49020030","SE","3105","79","99306405","","","","","","",NULL
"33803930","0001","32","1","DIGITALIZOU MARKETING DIGITAL","02","2019-06-03","00","","","2019-06-03","7319004","6201501,6202300,6203100,6204000,6209100,6311900,6319400,7020400,7311400,7319001,7319002,7319003,7319099,7490103,8599604,8599699,9511800,9512600","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","96622267","","","","","CONTATO@SEJADIGITALIZOU.COM.BR","",NULL
"41064950","0001","67","1","","02","2021-03-02","00","","","2021-03-02","8599604","6201501,6201502,6202300,6203100,7020400","RUA","BENIGNA DA PAIXAO MORAES","96","","ARUANA","49001252","SE","3105","79","88451295","","","","","EMANUELAMOTTA@HOTMAIL.COM","",NULL
"41449194","0001","94","1","PHAROL INOVA","02","2021-04-05","00","","","2021-04-05","6204000","6201501,6203100,8599603","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"36189370","0001","66","1","WETECH","02","2020-01-30","00","","","2020-01-30","7319002","6201501,6201502,6203100,6204000,6209100,7312200,7711000,7732201,7739099,8299799","RUA","D BOSCO","108","","CIRURGIA","49055230","SE","3105","71","88840599","","","","","","",NULL
"42000535","0001","02","1","LTN SERVICOS E DADOS","02","2021-05-19","00","","","2021-05-19","6202300","6201501,6203100,6204000,6209100,6319400,9511800","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","79","35120262","","","","","LTNSERVICOS@YAHOO.COM","",NULL
"42181738","0001","42","1","MATHEUS AGUIAR","02","2021-06-02","00","","","2021-06-02","6203100","6201501,6202300,6204000,6209100","RUA","JOSE CARVALHO PINTO","600","APT   201 ED RES DES ANTON","JARDINS","49026150","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"42909167","0001","10","1","JET SALES BRASIL","02","2021-07-29","00","","","2021-07-29","6203100","6209100,8599604","RUA","OLIMPIO DE SOUZA CAMPOS JUNIOR","435","","INACIO BARBOSA","49040840","SE","3105","79","91218333","","","","","HANS@JETSALESBRASIL.COM.BR","",NULL
"43649437","0001","63","1","MSO ATACADAO","02","2024-08-28","00","","","2021-09-24","4755503","4321500,4541203,4641901,4641902,4641903,4649402,4649408,4649499,4686902,4723700,4753900,4754702,4755502,4759899,4763601,4772500,4781400,4782201,6201501,6201502,6202300,6203100,6204000","AVENIDA","GAL EUCLIDES FIGUEIREDO","2053","SALA  01","PORTO D ANTAS","49067013","SE","3105","79","98416938","","","","","MSOTEXTIL@GMAIL.COM","",NULL
"39990261","0001","31","1","ID SOLUCOES","02","2020-12-02","00","","","2020-12-02","6209100","6202300,6203100,9511800","RUA","VI RES COSTA NOVA II","70","","ARUANA","49001147","SE","3105","83","96449217","","","","","IDSOLUCOES.TECH@GMAIL.COM","",NULL
"44644446","0001","24","1","MORE COPYWRITING","02","2021-12-20","00","","","2021-12-20","8599604","5819100,5912099,6202300,6203100,6319400,7020400,7319002,7319003,7319004,7490101,7490104,8230001,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","LOJA  A","ATALAIA","49037590","SE","3105","79","32232159","","","","","HENRIQUERPJP@GMAIL.COM","",NULL
"45116293","0001","05","1","PILTOVER LABS","02","2022-02-02","00","","","2022-02-02","8219999","6201501,6202300,6203100,6209100,8211300,9511800","AVENIDA","PRESIDENTE JOAO GOULART","1145","APT 1007 TORRE 02 CD RES ALA DOS IPES","INACIO BARBOSA","49040690","SE","3105","79","99928827","","","","","DANILLOU@HOTMAIL.COM","",NULL
"46438773","0001","55","1","AUGE ASSESSORIA","02","2022-05-18","00","","105","2022-05-18","8219999","6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,6619302,6630400,6920601,7020400,7311400,7312200,7319002,7319003,7490104,7739003,7739099,7740300,7810800,8230001,8291100,8599604,9001902","RUA","RIACHUELO","878","","SAO JOSE","49015160","SE","3105","79","96074900","0000","00000000","","","AUGE_ASSESSORIA@HOTMAIL.COM","",NULL
"46986801","0001","79","1","RS4TECH DIGITAL","02","2022-07-01","00","","105","2022-07-01","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400","RUA","HELVECIO MAIA","393","LOJA  02","GRAGERU","49025290","SE","3105","61","41017555","0000","00000000","","","CONTATO@FACILITE.CO","",NULL
"48548657","0001","14","1","TS TECNOLOGIA","02","2022-11-08","00","","105","2022-11-08","6201501","6203100,6209100","RUA","D BOSCO","1147","","SUICA","49050220","SE","3105","79","98136593","0000","00000000","","","TSANTOSPJ@GMAIL.COM","",NULL
"49048750","0001","22","1","OFICINA DE PRODUTOS DIGITAIS","02","2023-01-04","00","","105","2023-01-04","8599699","4761001,5811500,5912099,6202300,6203100,6319400,7020400,7311400,7319002,7319003,7319004,8230001,8599604,8599605","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","21","96926463","","","","","LPASINI13@UOL.COM.BR","",NULL
"49137021","0001","42","1","SILVAMOREIRA TECNOLOGIA","02","2023-01-11","00","","105","2023-01-11","6201501","6203100,6204000,6209100","RUA","DQ DE CAXIAS","378","","SAO JOSE","49015320","SE","3105","79","91274450","0000","00000000","","","VICTORMSTI@GMAIL.COM","",NULL
"49156699","0001","72","1","FOKUS","02","2023-01-12","00","","105","2023-01-12","7319003","5911102,6201501,6201502,6203100,6311900,6319400,7020400,7319002,7319004,8230001,8599604","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","79","81074692","0000","00000000","","","AMANCIO@ARACAJUCARD.COM.BR","",NULL
"49359331","0001","01","1","KLIMA CONSULTORIA","02","2023-01-27","00","","105","2023-01-27","6204000","6201501,6202300,6203100,6209100,6311900,6319400,7020400,7490199,8211300,8230001,8541400,8550302,8599603,8599604,8599699","RUA","HONOR GREGORIO SANTOS","36","","GRAGERU","49027130","SE","3105","79","32179750","0000","00000000","","","LKMARINHO@GMAIL.COM","",NULL
"52796839","0001","81","1","CVM SISTEMAS","02","2023-11-07","00","","105","2023-11-07","6201501","6202300,6203100,6319400,6399200","RUA","RIACHUELO","878","","SAO JOSE","49015160","SE","3105","79","96401616","0000","00000000","","","CVMM321@GMAIL.COM","",NULL
"46745128","0002","66","2","GENNERATION","02","2024-01-10","00","","","2024-01-10","6319400","4761001,4761002,5811500,5821200,6201501,6202300,6203100,6209100,7311400,7312200,7319002,7319004,7490104,8230001","AVENIDA","DOUTOR JOSE MACHADO DE SOUZA","120","SALA  517                 COND  HORIZONTE JARDINS OF","JARDINS","49025740","SE","3105","79","98706555","","","","","CONTATO@GENERATION.GROUP.COM","",NULL
"13272230","0003","13","2","","02","2024-01-25","00","","","2024-01-25","6204000","6201501,6202300,6203100,6209100,6311900,7490104,8211300","RUA","JOVENTINA ALVES","774","","GRAGERU","49025360","SE","3105","71","91768356","","","","","VINICIUS.VINI.MATOS@HOTMAIL.COM","",NULL
"56908157","0001","74","1","HUMAN LEARNING","02","2024-08-19","00","","105","2024-08-19","6203100","","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","82","81166166","0000","00000000","","","HUMAN.LEARNING.AI@GMAIL.COM","",NULL
"51130424","0001","01","1","MAC-CONSTRUCOES","02","2023-06-21","00","","105","2023-06-21","4399101","3811400,4120400,4211101,4213800,4313400,4321500,4322302,4399199,4520001,4923002,4930201,6203100,6822600,7319099,7711000,7739099,8121400,8129000,8130300,8230001,8299701","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","32147094","","","","","FISCAL.OLIVEIRA.CONTABILIDADE@GMAIL.COM","",NULL
"52813562","0001","58","1","GW VIRAL","02","2023-11-08","00","","","2023-11-08","7490104","4761001,4761002,5811500,5821200,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6463800,7020400,7311400,7312200,7319002,7319003,7319004,8211300,8230001,8599604,8599605","AVENIDA","DOUTOR JOSE MACHADO DE SOUZA","220","SALA  1513 CD G B NEO OFFI","JARDINS","49025740","SE","3105","31","72035155","","","","","ADM@GOWORK.DIGITAL","",NULL
"47886634","0001","57","1","CENTER TECH","02","2022-09-08","00","","","2022-09-08","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","99716451","","","","","MANOEL.EDILSON@BOL.COM.BR","",NULL
"63901770","0001","25","1","MS CONSULTORIA","02","2025-12-02","00","","105","2025-12-02","8230001","6203100,6209100,6319400,7311400,7319002,7490104,8211300,8219999,8291100","RUA","ZAQUEU BRANDAO","674","PAVMTOSUPERIOR","SAO JOSE","49015330","SE","3105","79","91072714","0000","00000000","","","MARIASALETEDEALMEIDARABELO@GMAIL.COM","",NULL
"64024495","0001","71","1","E-FUNDIARIO","02","2025-12-11","00","","105","2025-12-11","6203100","6201501,6204000,6209100","RUA","TEIXEIRA DE FREITAS","208","","SALGADO FILHO","49020530","SE","3105","79","99823780","0000","00000000","","","RUBENS@G3CONSULT.COM.BR","",NULL
"01719104","0001","13","1","PRIMTEL TECNOLOGIA","02","2005-09-24","00","","","1997-02-27","6190699","4321500,4752100,6110899,6203100,6204000,6209100,7733100,9512600","RUA","PROM ARQUIBALDO MENDONCA","149","","SUICA","49050650","SE","3105","79","21064444","","","079","2111225","ATENDIMENTO@PRIMTEL.COM.BR","",NULL
"04499861","0001","17","1","DINOTTI","02","2005-11-03","00","","","2000-12-26","6203100","4752100,4751201,4753900,4757100","RUA","URQUIZA LEAL","1102","SALA  03","GRAGERU","49025000","SE","3105","79","99959669","","","","","","",NULL
"05667947","0001","74","1","GC SOLUCOES","02","2004-09-04","00","","","2003-05-15","6202300","6203100,6201501,8599604,8599603,6311900,9511800,6209100,6204000,7020400","RUA","OLIMPIO DE SOUZA CAMPOS JUNIOR","435","","INACIO BARBOSA","49040840","SE","3105","79","99894440","","","","","ATENDIMENTO@SOLUCOESGC.COM.BR","",NULL
"13647671","0001","90","1","DMELO","02","2024-02-02","00","","","2011-05-16","8230001","4761001,4781400,5812301,5812302,6010100,6203100,6319400,6391700,7020400,7311400,7319002,7319003,7319004,7490104,7490199,8211300","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","79","88782245","","","","","OFICIALLICIAMELO@GMAIL.COM","",NULL
"01645738","0022","01","2","INDRA","02","2007-05-23","00","","","2007-05-23","6201501","6202300,6203100,6204000,6209100,6311900,8020001,8219999,8220200","RUA","GUILHERMINO REZENDE","321","","TREZE DE JULHO","49020635","SE","3105","11","51863097","","","32","32091362","WFERREIRA@INDRACOMPANY.COM","",NULL
"17179438","0001","81","1","HOST079","02","2022-08-01","00","","","2012-11-19","6311900","6201501,6202300,6203100,6204000,6209100,7311400,7319004,8230001","RUA","RIBEIROPOLIS","298","","SUICA","49052360","SE","3105","79","98262917","","","","","CONTATO@HOST079.COM.BR","",NULL
"17754100","0001","06","1","FSGE MIDIA E SERVICOS","02","2013-03-13","00","","","2013-03-13","6622300","4751201,4753900,4754702,4755503,4757100,4759899,4761001,4761002,4761003,4763601,4789002,4789007,4789099,5911102,6201501,6201502,6202300,6203100,6209100,6311900,6319400,6399200,6613400,7020400,7311400,7312200,7319002,7319003,7319099,7410299,7733100,8219999,8291100,8299702,8299799,8593700,8599603,8599699","RUA","ZAQUEU BRANDAO","226","SALA  02","SAO JOSE","49015330","SE","3105","79","91052288","","","","","fabricio@getinfo.net.br","",NULL
"04181950","0005","44","2","AVANSYS TECNOLOGIA","02","2008-09-18","00","","","2008-09-18","6201501","6202300,6203100,6204000,6209100,6311900,8220200","RUA","JOVENTINA ALVES","774","","GRAGERU","49025360","SE","3105","71","36170707","","","79","32115770","ADRIANA.MATTOS@AVANSYS.COM","",NULL
"19860282","0001","25","1","ANOVA AGENCIA DIGITAL","02","2014-03-12","00","","","2014-03-12","6209100","5911102,6201501,6202300,6203100,6311900,6319400,7120100,7311400,7312200,7319001,7319002,7319003,7319004,7319099,7410203,7410299,7420001,7490104","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","32143445","","","79","32143445","LUCIANOVWEB@GMAIL.COM","",NULL
"24881517","0001","03","1","MARXJMOURA SOFTWARE","02","2016-05-26","00","","","2016-05-26","6204000","5911199,6202300,6203100,9001902","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","81030794","","","","","CONTATO@MARXJMOURA.COM","",NULL
"34151100","0050","19","2","SOTREQ S/A","02","2013-01-14","00","","","2013-01-14","4662100","3319800,6203100,7490104,7739099,8599604","AVENIDA","CHANCELER OSVALDO ARANHA","2709","LOTE  0304 14 E 15","LOTEAMENTO SAO JOAO QUADRA A CAPUCHO","49081050","SE","3105","79","32793700","21","21072100","21","21072156","FISCAL.MATRIZ@SOTREQ.COM.BR","",NULL
